암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,동서요양병원,28,요양병원,110000,서울,110012,성북구,하월곡동,"서울특별시 성북구 동소문로 306-306, (하월곡동)",02-942-3611,,2011-06-28 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,http://www.dsh.co.kr,0.0,127.0289356,37.6068963,0.0431887631085491,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,로하스참사랑요양병원,28,요양병원,110000,서울,110013,영등포구,문래동2가,"서울특별시 영등포구 경인로77길 6, (문래동2가)",02-2634-7500,,2011-07-18 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202403,http://www.chamsarang.ne.kr/,0.0,126.8933557,37.5127119,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,마리아성모요양병원,28,요양병원,110000,서울,110013,영등포구,영등포동8가,"서울특별시 영등포구 영중로 122, (영등포동8가, 일이빌딩)",02-2069-0000,,2006-09-13 00:00:00,6,0,0,0,4,0,0,0,0,2,0,0,0,,,202403,,0.0,126.905982,37.5271374,0.0089126559714795,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,메디움강남요양병원,28,요양병원,110000,서울,110001,강남구,도곡동,"서울특별시 강남구 강남대로 276, (도곡동)",02-573-5737,,2016-10-28 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0328796,37.488047,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,보문효사랑요양병원,28,요양병원,110000,서울,110012,성북구,보문동7가,"서울특별시 성북구 보문로 46, (보문동7가)",02-929-3355,,2006-09-11 00:00:00,6,1,0,0,4,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0227418,37.5797389,0.0084670231729055,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,서울브이아이피(VIP)요양병원,28,요양병원,110000,서울,110005,구로구,개봉동,"서울특별시 구로구 경인로 297, 오류빌딩 (개봉동)",02-2611-8883,,2021-11-30 00:00:00,9,0,0,0,6,0,0,0,0,2,0,0,1,,,202403,,0.0,126.8535023,37.4979894,0.0062388591800356,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울센트럴요양병원,28,요양병원,110000,서울,110013,영등포구,문래동3가,"서울특별시 영등포구 경인로 767, (문래동3가)",02-6959-4114,,2018-07-04 00:00:00,10,1,0,0,6,0,0,0,0,3,0,0,0,,,202403,,0.0,126.898673,37.5139634,0.0053475935828877,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,서울스마트요양병원,28,요양병원,110000,서울,110020,양천구,신정동,"서울특별시 양천구 중앙로 181, 복합메디컬타운 3~8층 (신정동)",02-2601-7111,,2019-12-13 00:00:00,12,2,0,0,6,0,0,0,0,4,0,0,0,,,202403,http://www.cozyhospital.com,0.0,126.8556737,37.5128103,0.0071301247771836,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,서울에이스요양병원,28,요양병원,110000,서울,110007,동대문구,용두동,"서울특별시 동대문구 고산자로 379, (용두동)",02-961-4700,,2015-09-11 00:00:00,7,0,0,0,4,0,0,0,0,1,0,0,2,,,202403,,0.0,127.0377202,37.5736477,0.0053475935828877,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,서울은빛요양병원,28,요양병원,110000,서울,110013,영등포구,양평동5가,"서울특별시 영등포구 양평로22사길 9, (양평동5가)",02-2634-7000,,2006-12-01 00:00:00,5,0,0,0,4,0,0,0,0,0,0,0,1,,,202403,http://seoulchamhospital.co.kr,0.0,126.8950234,37.5408377,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,서울제일요양병원,28,요양병원,110000,서울,110020,양천구,신월동,"서울특별시 양천구 가로공원로 81, 지하1층~지상5층 (신월동)",02-2691-9114,,2021-12-27 00:00:00,6,0,0,0,4,0,0,0,0,1,0,0,1,,,202403,,0.0,126.8248617,37.5355894,0.0057932263814616,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,서울중앙요양병원,28,요양병원,110000,서울,110010,서대문구,충정로2가,"서울특별시 서대문구 충정로 71-5, (충정로2가)",02-3147-0999,,2021-07-28 00:00:00,5,0,0,0,3,0,0,0,0,1,0,0,1,,,202403,,0.0,126.9654392,37.5651933,0.0049019607843137,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,서울현대요양병원,28,요양병원,110000,서울,110002,강동구,천호동,"서울특별시 강동구 올림픽로 684, 서울현대요양병원 (천호동)",02-484-7588,,2017-03-20 00:00:00,9,0,0,0,8,0,0,0,0,1,0,0,0,,,202403,,0.0,127.1253106,37.5422847,0.0120320855614973,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,서울효사랑요양병원,28,요양병원,110000,서울,110011,성동구,성수동2가,"서울특별시 성동구 동일로 93, (성수동2가)",02-462-0114,,2009-06-03 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0631075,37.5411448,0.0087100956084913,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz,서울힐링요양병원,28,요양병원,110000,서울,110018,송파구,가락동,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)",02-1833-7037,,2019-02-11 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202403,,0.0,127.1257253,37.4990602,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjODEjJDEjJDIjJDgz,성북서울요양병원,28,요양병원,110000,서울,110012,성북구,종암동,"서울특별시 성북구 종암로 31, (종암동)",02-6312-3700,,2018-01-24 00:00:00,10,0,0,0,9,0,0,0,0,1,0,0,0,,,202403,,0.0,127.03588,37.5931073,0.0089126559714795,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,성북웰니스요양병원,28,요양병원,110000,서울,110012,성북구,보문동4가,"서울특별시 성북구 보문로 86, (보문동4가)",02-3672-2233,,2014-10-22 00:00:00,5,1,0,0,3,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0209304,37.5830094,0.0053475935828877,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,성신고려요양병원,28,요양병원,110000,서울,110025,금천구,독산동,"서울특별시 금천구 범안로 1191, (독산동)",02-805-6797,,2012-12-26 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,126.8940784,37.4667514,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,신우요양병원,28,요양병원,110000,서울,110007,동대문구,전농동,"서울특별시 동대문구 한천로 207, 지하1,지상1,3~6층 (전농동)",02-2214-7582,,2007-05-04 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0681414,37.5795407,0.0089126559714795,0.1071428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,신화요양병원,28,요양병원,110000,서울,110013,영등포구,영등포동7가,"서울특별시 영등포구 영중로 100, (영등포동7가)",02-2632-8114,,2007-03-12 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,www.shinhwahp.com/,0.0,126.9056672,37.5251061,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,아미나요양병원,28,요양병원,110000,서울,110016,종로구,신문로2가,"서울특별시 종로구 경희궁길 26, 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)",02-730-7777,,2021-05-27 00:00:00,2,1,0,0,1,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9710062,37.5722657,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,에스엠씨요양병원,28,요양병원,110000,서울,110009,마포구,성산동,"서울특별시 마포구 월드컵북로 165, 지하1층~5층 (성산동, SMC)",02-374-3111,,2012-08-03 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9098646,37.5668808,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,연세베스트요양병원,28,요양병원,110000,서울,110013,영등포구,신길동,"서울특별시 영등포구 여의대방로 203, (신길동, 일이빌딩)",02-6959-9600,,2018-04-05 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202403,http://www.bestyoyang.com,0.0,126.9220173,37.5053854,0.0071301247771836,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,연세에덴요양병원,28,요양병원,110000,서울,110015,은평구,녹번동,"서울특별시 은평구 통일로 669, (녹번동)",1577-5046,,2011-07-15 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202403,,0.0,126.9334089,37.606152,0.0092570085885593,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,연세제일요양병원,28,요양병원,110000,서울,110008,동작구,상도동,"서울특별시 동작구 성대로 43, (상도동, 우리빌딩)",02-3445-7575,,2008-12-15 00:00:00,3,1,0,0,2,0,0,0,0,0,0,0,0,,,202403,http://www.seoul7575.co.kr,0.0,126.9336821,37.4989812,0.0119047619047619,0.1428571428571428,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,오케이요양병원,28,요양병원,110000,서울,110005,구로구,고척동,"서울특별시 구로구 중앙로 64, 고척프라자 가동 4,5층/나동3,4층 (고척동)",02-2616-7755,,2019-01-15 00:00:00,6,0,0,0,4,0,0,0,0,1,0,0,1,,,202403,http://okyoyang.co.kr/,0.0,126.8627487,37.5037585,0.0084670231729055,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 미소들노인전문병원,28,요양병원,110000,서울,110005,구로구,개봉동,"서울특별시 구로구 고척로21나길 88-41, (개봉동, 미소들병원)",02-3666-1114,,2008-02-25 00:00:00,11,0,0,0,10,0,0,0,0,1,0,0,0,,,202403,,0.0,126.841198,37.5029058,0.024179919901845,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 부원의료재단 서초요양병원,28,요양병원,110000,서울,110021,서초구,서초동,"서울특별시 서초구 반포대로9길 42, (서초동)",521-8275,,2007-12-31 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,,,202403,http://www.caredr.co.kr/,0.0,127.0093677,37.4831324,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 어울림의료재단 정성요양병원,28,요양병원,110000,서울,110005,구로구,가리봉동,"서울특별시 구로구 남부순환로 1287, 정성요양병원 2.3.5층 남부순환로 107길 1287, 정성요양병원 2.3.5층 남부순환로 107길 24동 (가리봉동)",02-863-8636,,2007-08-08 00:00:00,7,1,0,0,5,0,0,0,0,1,0,0,0,,,202403,,0.0,126.8938864,37.478969,0.0062388591800356,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,의료법인 참예원의료재단 서초참요양병원,28,요양병원,110000,서울,110021,서초구,우면동,"서울특별시 서초구 양재대로 54, 지1,2층, 2~9층 (우면동, 서초참병원)",02-6081-2114,,2016-03-11 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0253605,37.4597639,0.0223214285714285,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 행복나눔의료재단 사랑요양병원,28,요양병원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 동일로243길 45, (상계동, 사랑요양병원)",02-933-1114,,2017-06-08 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0526264,37.6784546,0.0089126559714795,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인참예원의료재단 성북참요양병원,28,요양병원,110000,서울,110012,성북구,정릉동,"서울특별시 성북구 북악산로1길 71, (정릉동)",02-912-2114,,2011-04-26 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,,,202403,http://www.seongbukchamhospital.co.kr,0.0,127.0051764,37.5976225,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인참예원의료재단강남구립행복요양병원,28,요양병원,110000,서울,110001,강남구,세곡동,"서울특별시 강남구 헌릉로590길 60, (세곡동, 강남구립 행복요양병원)",02-6053-2114,,2014-03-31 00:00:00,8,0,0,0,7,0,0,0,0,0,0,0,1,,,202403,,0.0,127.1033786,37.4611634,0.0122491145218417,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,재단법인 제중의료복지재단 제중요양병원,28,요양병원,110000,서울,110005,구로구,구로동,"서울특별시 구로구 새말로 60, 제중요양병원 지하2,동 1~9층 (구로동)",02-837-7111,,2018-05-17 00:00:00,7,1,0,0,5,0,0,0,0,1,0,0,0,,,202403,http://www.제중요양병원.com,0.0,126.8866331,37.5032176,0.0089126559714795,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,참요양병원,28,요양병원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 182, (화곡동)",02-2605-2114,,2001-08-01 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,,,202403,www.gangseochamhospital.co.kr,0.0,126.839657,37.5428714,0.0119047619047619,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,팔팔요양병원,28,요양병원,110000,서울,110006,도봉구,도봉동,"서울특별시 도봉구 시루봉로 310, 화성빌딩 (도봉동)",02-3492-0888,,2022-01-28 00:00:00,6,0,0,0,3,0,0,0,0,2,0,0,1,,,202403,http://www.88h.kr,0.0,127.0434819,37.6710214,0.0080213903743315,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,편안한요양병원,28,요양병원,110000,서울,110023,광진구,자양동,"서울특별시 광진구 자양로 38, 편안한요양병원 (자양동)",02-456-8898,,2019-07-01 00:00:00,10,0,0,0,8,0,0,0,0,0,0,0,2,,,202403,,0.0,127.0864533,37.5316116,0.0062388591800356,0.1071428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,포근한맘요양병원,28,요양병원,110000,서울,110006,도봉구,쌍문동,"서울특별시 도봉구 삼양로 606, 2~5층 (쌍문동)",02-986-9977,,2012-12-28 00:00:00,2,0,0,0,1,0,0,0,0,1,0,0,0,,,202403,,0.0,127.013817,37.6571097,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,포레힐요양병원,28,요양병원,110000,서울,110018,송파구,방이동,"서울특별시 송파구 오금로 173, (방이동)",02-2203-6100,,2005-10-20 00:00:00,2,0,0,0,1,0,0,0,0,1,0,0,0,,,202403,,0.0,127.1138182,37.5097332,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,플러스요양병원,28,요양병원,110000,서울,110012,성북구,정릉동,"서울특별시 성북구 솔샘로1길 19, 그린존 1층~6층 (정릉동)",02-6953-9856,,2022-06-27 00:00:00,5,0,0,0,3,0,0,0,0,2,0,0,0,,,202403,,0.0,127.003965,37.6083346,0.0053475935828877,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,햇살요양병원,28,요양병원,110000,서울,110007,동대문구,장안동,"서울특별시 동대문구 장한로 152, 지하1~2층, 지상3 ~10층 (장안동)",02-2244-5533,,2007-06-14 00:00:00,7,2,0,0,4,0,0,0,0,0,0,0,1,,,202403,,0.0,127.0721814,37.5740057,0.0106951871657754,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,효림요양병원,28,요양병원,110000,서울,110007,동대문구,답십리동,"서울특별시 동대문구 천호대로 259-1, (답십리동)",02-962-1123,,2008-09-18 00:00:00,7,0,0,0,6,0,0,0,0,1,0,0,0,,,202403,,0.0,127.0509535,37.5686483,0.0115864527629233,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,효성요양병원,28,요양병원,110000,서울,110024,강북구,미아동,"서울특별시 강북구 삼양로 204, (미아동, 효성요양병원)",02-988-9456,,2007-01-17 00:00:00,4,0,0,0,3,0,0,0,0,1,0,0,0,,,202403,http://www.hshospi.com/,0.0,127.0204711,37.6220368,0.0003443526170798,0.0714285714285714,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,국립정신건강센터,29,정신병원,110000,서울,110023,광진구,중곡동,"서울특별시 광진구 용마산로 127, (중곡동, 국립정신건강센터)",02-2204-0114,,1962-02-01 00:00:00,37,0,0,14,22,0,0,0,1,0,0,0,0,,,202403,,0.0,127.0856522,37.5650897,0.0320893221610925,0.3571428571428571,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,서울특별시은평병원,29,정신병원,110000,서울,110015,은평구,응암동,"서울특별시 은평구 백련산로 90, (응암동)",300-8114,,1966-05-05 00:00:00,20,0,0,7,12,0,0,0,1,0,0,0,0,,,202403,,0.0,126.923851,37.594014,0.0226657811885084,0.2142857142857142,0.6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,재단법인한국산업보건환경연구소부설 해상병원,29,정신병원,110000,서울,110013,영등포구,신길동,"서울특별시 영등포구 신길로 173, (신길동)",02-844-6119,,2011-03-28 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9107282,37.5076024,0.0125934671389216,0.4285714285714285,0.6
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDIjJDgz,가연관악산부인과의원,31,의원,110000,서울,110004,관악구,봉천동,"서울특별시 관악구 남부순환로 1838, (봉천동)",02-885-7900,,2009-01-12 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9539797,37.4804451,0.0156926406926406,0.0714285714285714,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,노원삼성정형외과의원,31,의원,110000,서울,110022,노원구,상계동,"서울특별시 노원구 노해로 456, 5층 (상계동, 동방빌딩)",02-2092-3030,,2012-12-27 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,http://nowonsamsungos.com/,0.0,127.0588171,37.6535927,0.027396098717869,0.0714285714285714,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,더바름정형외과의원,31,의원,110000,서울,110023,광진구,구의동,"서울특별시 광진구 아차산로 450-2, 1~4층 (구의동)",02-455-2018,,2018-09-27 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0924764,37.5387334,0.0270517461007891,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,땡큐서울의원,31,의원,110000,서울,110001,강남구,대치동,"서울특별시 강남구 테헤란로 408, 대치빌딩 2~4층 (대치동)",02-1522-8775,,2016-10-07 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0504171,37.5044651,0.0164873005782096,0.2142857142857142,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,서승표정형외과의원,31,의원,110000,서울,110004,관악구,신림동,"서울특별시 관악구 남부순환로 1574, 지하1~6층 (신림동)",02-6331-1234,,2024-02-27 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,126.9253521,37.4834514,0.0122491145218417,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서울건우정형외과의원,31,의원,110000,서울,110002,강동구,강일동,"서울특별시 강동구 고덕로 429, 2,3층 (강일동)",02-426-9876,,2022-07-27 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,127.1735035,37.5575025,0.0107610192837465,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,서울제일신경외과의원,31,의원,110000,서울,110003,강서구,화곡동,"서울특별시 강서구 강서로 178, 2~7층 (화곡동)",02-2604-1788,,2022-04-14 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,,,202403,,0.0,126.839974,37.5425297,0.0169794320512023,0.4285714285714285,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,세종스포츠정형외과의원,31,의원,110000,서울,110023,광진구,군자동,"서울특별시 광진구 능동로 209, 세종대학교 대양AI센터 1~2층 (군자동)",02-2244-5161,,2019-11-28 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,,,202403,,0.0,127.073884,37.5514706,0.0298065670374282,0.1428571428571428,0.4
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,시너지정형외과의원,31,의원,110000,서울,110001,강남구,논현동,"서울특별시 강남구 학동로 308, 시너지정형외과빌딩 B1,2~5층 (논현동)",02-2015-1300,,2016-05-31 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,,,202403,,0.0,127.0364282,37.5154506,0.0166350794341224,0.4285714285714285,0.4
